Annotation,text
hate,I like Chinese buffets but I hate all the chinks
hate,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies
hate,I like taking niggas hoes but I stop doing that 
hate,I love all people for who they are but theres this one fag that goes to my school that can catch a ninja star to the face ASAP
hate,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like nigga im shittin likea goose
hate,I missing something of my ofay friends. Day all scared by da recent happenings. Dont chu worry...ol Lamar say you like da colored folk
hate,I need to chat with SpaceJamTeeg . Where dat nicca at Lol
hate,I never had any friends the entire time I lived in Virginia. No one was cool to me. I hope those white trash Southerners all die.
hate,I prefer Jameis Winston to not speak on TV at all. Damn coon.
hate,I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit 
hate,I really just want to kill some towel head terrorists already  can high school be over now please
hate,I still think snap chat for faggots and High Schoolers
hate,"I swear these anon fags go to protests just to take pictures to post to Twitter. Look, I was there...Like me"
hate,"I think dat MissFacetious called me a nigger!
What do move away from da dark side mean"
hate,I think this nigga retarded G
hate,"I wasnt calling you a faggot, but you are one lol."
hate,"I wish faggots like tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan."
hate,I wonder if that Latino strategy is workingTPM GOPer doubles down on wetbacks but backpedals on shoot on sight.
hate,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... JK Just trolling Fags"
hate,Im already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say youre a hoe
hate,"Im going to sell my iPhone and both my Macs, I dont suppofaggots."
hate,Im just upset they got faggots on this show
hate,"Im literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived."
hate,"Im not weird, youre just a faggot"
hate,Im obviously not talking about CoD because that game is for queers.
hate,Im seeing more amp more niggers migrating further up liberty rd... smh
hate,Im so sick of u niggers...
hate,"Im starting to not like meek, this nig a lil to arrogant for me"
hate,Im sure AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers.
hate,"If a spic ever talks to a white person and the white person kills them, its self defense."
hate,"If some one isnt an AngloSaxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth."
hate,If someone is paof James X then hes a white trash cultist.
hate,If yer gonna continue to be a contrarian bitch... go die then. Ive no time for such trifling!
hate,"If you kill all cops and cracker babies, what next Black states, white states, and Latino states Isnt that moving backwards"
hate,"If you say any of the following words the convo is over nigger, nigga, swag, yolo, fag, retard."
hate,"If you would have followed George Washington in , it means that youre white trash."
hate,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.
hate,Ion care fuck that hoe 
hate,Iont see how some of you niggas fags!!
hate,Is there a full moon out CrazyAssholes out in full force and Im not talking about muzzies or liberals And Im in the mood to oblige.
hate,It happens AGAIN!! Black pack beats whitey. This should make national news. 
hate,It really is too bad that California had faggot marriage forced upon her after her citizens declared it illegal.
hate,It stinks in here must be then pussy ass niggas talkin shit tomyfacebro test me
hate,"It was nice of you to unfollow me, fag"
hate,Its a lot of Uncle Tom ass niggas out here.
hate,Its levels to my bitch you cant fuck her nigga cause she like red bottom you cant afford her nigga she got Benz you riding honda accord
hate,Its so shady when you bitches talk to guys w girlfriends thats so disrespectful to do to another girl
hate,Its this dyke chick cut hair in the barbershop look just like Future
hate,"Its time to mock Halftime in America. How bout Wake up America, we have radical leftists running the country."
hate,Its unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.
hate,Jai may make an appearance at the party... love that fag
hate,"Jason admitted youre a stuck up bitch lol, which you are. Think youre so much better than everycunt, naaaaa"
hate,"Jennifer Lawrences nudes sooooo trash. Im still smashin though, no doubt"
hate,Johnny Rebel  If I could be a nigger for a day
hate,Johnny Rebel  Quit your bitchin nigger! 
hate,Just to get u mad go on your search bar on here and search up stupid niggers amp hop on somebodys head then mention me lol stonethegreat
hate,Just watched the scene in zero dark thirty where they pop Osamas bitch ass U S A
hate,Kanye west is a faggot
hate,Karmas a bitch and so are you. Youll be getting along just fine real soon.
hate,Kick dem fucc niccas out da spot
hate,Kim Kardashian look like a tranny with all that surgery
hate,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad theres another POS hiding in the wings to replace him."
hate,Know why the ultimate warrior died God LOVES fag toosoon  He was an antigay crusader so a little light jokes are necessary
hate,LRG ass nigguh
hate,Lakers are trash right now.
hate,Late night phone convos with my hoomie that nigga a gook
hate,Lemme find out that bitch nigga talking shit
hate,Liberty and justice for all ThatAngryNigga Go get me a sandwich nigger or Ill kill you
hate,Literally every man in my fam copped a bad white bitch as a wife. I aint even boutta break da chain. Unless a latina comes around
hate,Little fucking gook who smells like shit. An than thinking theyre the motherfuckin boss. THE FUCK!
hate,Lmao Lebrons expression says it all InkMyHoleBody This nigga is a fuckin faggot 
hate,Lmao Handsomeesco If u live wit ya girl and u do dishes u a faggot
hate,Lmao let these hoes be hoes aint no Savin nem
hate,Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes its fun tho
hate,Lmaooo Handsomeesco She a tranny if she can open a jar of pickles by herself
hate,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice
hate,Lol JayFucknHarris Youuuuu got niggas but I dont got bitches
hate,Lol youre a cunt liar and I hope you drop dead k )
hate,"Lol, so since Im from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass."
hate,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood."
hate,"Look at this little faggot.
Kellz Tell her shes beautiful as much as you can. Itll make her smile"
hate,"Lynch mob thugs threaten Zimmerman jury Nggas coming for that bitch ass jury  The hatred wont stop flowing,,War"
hate,Man Fugazi. Ducked me like a true hick. Would have split that white trash faggot lid
hate,Man I swear todays like nation hit tony while hes driving day.... This chink almost smashed into me...
hate,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . fightPacquiao FloydMayweather
hate,Mcdonalds pipe self defence beating This is one nigger whos hand I would shake. Thats how you deal with sheboons.
hate,Members of nontraditional religions are all subhuman trash.
hate,"Michael Sam being cut further proves that we fags dont belong in football or NFL, it is a heterosexual spofor heterosexuals."
hate,Minus all the retarded poor bots.
hate,Most niccas broke but always n the limelight
hate,Must have been a light skin hoe CampaignMindy Lmfao wtf she mean af TrickingGawd HE WASNT READY BRUH RIP!!
hate,My advice of the day If your a tranny.....go fuck your self! 
hate,My best friend loves Justin beiber what a fag  Cryystalina
hate,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. Shes been here since PM and hasnt come to see me once.
hate,My eyes feel so chink eyed
hate,My managers a stupid cunt yes I said it
hate,My neighbors be sick when i wake um up to all this nigger music ctfu
hate,My nig jus said aint nuttin worse den a fat loud hoe.tru fuckin story
hate,Naw BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week
hate,Need a bitch to drop it down for a niggah
hate,Next time u gone call a darky a nicca..call dat coon a jungle bunnyBoondocks
hate,Nigga just had them crackers on a chase.
hate,Niggah niggah niggah dont believe me just wacthh...
hate,Niggas actin like hoes most of em bitches
hate,Niggas are so fucking gay... And they try to cancel it out by saying nah were bros its cool nahhhhhaahahahaha you a faggot bruh
hate,Niggas be in they feelings when they find out their hoe fuckin another nigga StopSavinTheseHoes
hate,Niggas deserve better bitches
hate,Niggas sleepin with bitches grandmas Lmfao maury fake af
hate,Niggas wear wigs more than bitches these days.
hate,Niggasbitches cheat cause mfs always think they gettin played
hate,"No halfbreed spic has any right to say anything to any Anglo ever, and should be killed for doing so."
hate,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.
hate,"No police department that hires gypsies, halfbreeds, and nigglets should be trusted."
hate,"No these are only whites pies.
Well do you have any negro pies"
hate,No. Its wrong to try to change faggotsgt There is no therapy so tcot should understand and sympathize like they are retardsgt
hate,None of us went to these PRESTIGIOUS establishments so were clearly not as superior as these fucking retards...
hate,"Not All Straight Men  I am frustrated. Unlike on OKCupid, queer folks dont have the ability to block."
hate,"Not trying to follow any spooks, no offense ..."
hate,OMG FrannyHilIson pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams
hate,"Obamas faves Muslims, black ghetto trash  via worldnetdaily"
hate,Of course my faith for baseball is off this year. BECAUSE OF BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! morons
hate,Ok. Did this bitch just say wut I think she.said I believe u just described urself dumbass
hate,Omg!!! You wont say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! over dramatic teenage girls
hate,On UPenn campus all the black chicks here are trash but theyre gonna be paid
hate,Only Americans would hire white trash with ties to international terrorism as police officers.
hate,Only faggots use white dss
hate,Only fags say swag shits mad retarded.
hate,Only retards retweet fuckry
hate,Only white trash watch football.
hate,Only white trash would call slants and hindis and moslems their equals.
hate,"Only word I can understand on BlackJesus is nigger... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO."
hate,Or the teach might get u got abstraktalante I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.
hate,Oregon losing IN OREGON ahhhahahaha faggots
hate,"Pantera   Minutes Alone chrisrock  minutes, pussy boy..Ill crush you."
hate,"Peace fags, just remember Im best Lux suppoNA. Drop LustBoy pick me and Kakao up TSM."
hate,Pennsylvania is white trash and is so are all Pennsylvanians.
hate,People are fucking retarded lol
hate,People get more and more retarded everyday
hate,People on this site are fucking retarded sometimes
hate,"People who enjoy shows like SouthPark and FamilyGuyonFOX are douche bags. Usually white trash, too."
hate,"People who go to church in Hollywood, CA are all white trash filth."
hate,People who grow their own vegetables are nothing but common peasant trash.
hate,People who live in theNetherlands are unwashed trash.
hate,People who play roleplayinggames are human filth and dont deserve the same respect youd give a mosquito. Theyre soulless gutter trash.
hate,Phillip Rivers look like he almost wants to call dude a nigger for that bad play
hate,"Playing to white guilt lasted one last time, whitey felt absolved, it ends today. It ends in the fieldssuburbs of Pennsylvania."
hate,"Pop a nigguh, sound like crisco"
hate,Porch monkey  Life
hate,Punk ass broke faggots.
hate,"RINO trash like SpeakerBoehner, KarlRove, FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. tcot"
hate,TIMAtheRACER Wow do we have another faggot ShinobiCelsius TIMAtheRACER wow do we have another Cam hater lolgtgt dat dude is nice
hate,"ThatGAPeach amp alla my niggas hot boys , so dont bring no ice in this bitch "
hate,StrangeAngel Your Swags off fag sauce
hate,Alovely At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass 
hate,ASAPFord I hate when a nigga ask me Where the hoes .... Nigga idfk !
hate,AlfanoLisa Chris MariaChappelleN Gee isnt cracker a racist term So tired of these race baiters.
hate,Annnnadav I hate trailer trash 
hate,"AnthonyBialy Well, Maryland is just a bunch of hateful rednecks, anyway."
hate, Arbogucci Brandon Phelps a hoe ass nigga And wen I see him Ima smack him like da lil bitch he is 
hate,AriesSpears These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come
hate,AssholeOfDaYear Rudy Gay a faggot for not changing his last name once he got money.
hate,AssholeGod Hate fags The answers yes.
hate,AyeeDeb Ray J is the perfect example of what happens when you give a lame nigga some pussy.
hate,BALTsneakerShow Water is wet. SOLE Nike DC is trash.
hate,BadNewsAli Look at ya boy Quanb DrydenNeal Nigga a faggot SoLeaux Bruh worstrapIyrics Chance The Rapper 
hate,"Beaadawgg Why do the trashiest, really ghetto girls always get the most likes and comments on insta Boys up and down their pictures a"
hate,BenjaminNorton Remember the yellow badge Nazis used  Israel is making Muslim women carry a yellow badge order to pray in AlAqsa. H
hate,Bidenshairplugs Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. Ferguson
hate,BlakeAnderson westondiamond sleezyjeezy justinmiculka not about to shoot this pussy! Ima beat his face into the asphalt t ...
hate,BroganWebber Beyonc is trash.
hate,Buckmse chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you diinfest ass beaner
hate,Buckmse if i dont get drafted for the squad we gonna have some problems drop the faggot jesus
hate,Buckmse kill this beaner
hate,CHlLDHOODRUINER who else hated this bitch nigga 
hate,"CPhil Man... I was trying to eat  kylegotjokes Nigga you said it was bitches out here, I showed up for nothin!"
hate,CancerousKevin TimRossComedy MichaelCraig I feel like Tim Ross is a nigger
hate,Carlozxivir VocaToaster ching chong
hate,CheyenneWright villasenor it means youre a faggot lol
hate,ChiefKeef Dat bitch Katy Perry Can Suck Skin Off Of my Dick
hate,"ChingonAbe staycoolwheels mjs well he is at Genos. So he is the ultimate faggot
elmaestro got to show this queer how to eat "
hate,Chvntre sometimes I wanna upper cut this bitch but I dont know if shes special ed or not
hate,ClassicBray Lmaoo PacDaGoat Thats a legal tackle faggot PPRichHill Seriously 
hate,"CloutGod Horrible rapper  Tyga  Most trash rapper ever She want a yellow nigga, corn on the cob I smacked my mom when I heard him"
hate,CompTx Lowkey called that faggot a faggot.
hate,CoolieGBE Its  amp you niggas still runnin round sayin Yall dont eat pussy. Yall must be suckin dick.
hate,CougarIII this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto amp Stereotypi
hate,CuhCuhCraig Is that Kawhi Leonard Smh iDntWearCondoms Wow u really gonna leak ou.. Nvm MsJoseline Ion need I fuc nig 
hate,Cuzimdaddy !!! feetinches is dis wrong d If you fuck wit a lame nigga you a lame bitch
hate,DRize TerrorFranchise DOxy Stfu faggot a clip is holy fucking tittyy shit
hate,DRNRDX BrandonFxrd youre not safe pussy boy looooool 
hate,"DaTbOySmOkEyy Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
hate,"DefendWallSt ...wow SleepingGiant Whatever! Fuck all those assholes. Theyre niggers, they all look alike to me."
hate,DefendWallSt Tell me how you really feel. SleepingGiant those little ISIS faggots usually have bags over their heads anyway.
hate,DessantiGina TonyJRodriguez WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol
hate,DestroTheNoble I dont suppothat ya idiot. And if Im a teabagger youre being teabagged. OpenWide nekolin SleepingGiant
hate,DivaMonRoeuHoE Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night Aint God ag
hate,DrizzLakerKing Horrible YeIIowbang Invader Zim was trash
hate,ERlKTweets what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc
hate,EarlyLegend I dont fuck with these hoes amp I dont fuck with niggas thats fuckin these hoes
hate,ErikCochrane tonydecola  my nig
hate,ExquiZiteBeauty  iDocLyfe Gave her that move it lil nigger push smh.
hate,FAAMMoverALL This nigguh Chris Paul
hate,"FaZeDedo To the rejects who constantly call my house and are threatening to rape my mom, karmas a bitch. Rot in hell, faggots."
hate,FeelinYurTHROAT Dont watch me you beta watch your bitch nigga!
hate,FemsHaveBallz You can no longer run a business n America unless its deemed acceptable by  political group of retards known as democr
hate,"FitLifeMike Whitecholo chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin p 
Alright, later"
hate,FuckingGarza I wanna sleep but Im outside with this nigger lol trying to hang him
hate,FunSizedYogi TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho
hate,FunnyPicsDepot White trash warfare
hate,FunnyPicsDepot pussy ass nigga 
hate,GMBAce Im a Get Money nigga So da hoes Love me
hate,GottaLuvLexci  MyHipsDntLie Tight pants and loud colors!!! You look like a fag! 
hate,HGShit Mfs still in the same spot as yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau
hate,HeidiLRN Fuck Islam you pigfucking trash troll. ItsJustMeo MzKeriEvans ctbauza
hate,"HoboKarl While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful"
hate,"HoneyGotBunns stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, amp for my old hoes FUCK ALL THEM "
hate,Hoodrichnick Why ya niggas be gassin these wack ass bitches  
hate,Hype African colored car I push niggerous whips
hate,IAmNiaRich Nigga screamed like a Lil bitch lol 
hate,ImThirst That nigger made the shit out of my coffee.
hate,ImaLAGirl Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that 
hate,InfidelAlie Yay for America amp Israel... we put in more Jew Hating muslim trash into our government! pathetic amp sickening
hate,InkMyHoleBody This nigga is a fuckin faggot
hate,IsaLopez DLo but youre still a faggot
hate,IsaidNick niggers are so ignorant
hate,ItalianMontana arosati The bromance between pat and ant is real fuck that faggot
hate,ItsSonGoku When niggas ask me Where the hoes at 
hate,Ivansplash Did u call me a bitch I said you were ACTING like one So you just called me one nigga Shut up bitch
hate,JENJEN My old man has a white galaxy phone cuz hes a fag.
hate,JHarmelink The fox says youre a cunt.
hate,JHazeThaGod You other niggas a call up a bitch to fight a bitch naw not me Im whomp that trick so she can feel where Im coming from
hate,JManziel RealZachKenn JManziel Youre a faggotyoure a Texas fan...
hate,JaclynDeeter Well maybe youre a whore you stupid ugly homeless bitch
hate,JakeWaller Do you ever just see someones account and think wow what a faggot but at the same time you cant unfollow bc u cant m
hate,"JihadistJoe We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women amp children"
hate,JoeCaroselli Jameis Winston is a nigger
hate,JuicySqueaky Any bitch who need a crowd to fight is clearly easily influenced amp weak minded amp most likely will commit suicide 
hate,KiddBravO Nigga wanna bitch about a party yall know my address knock at my door
hate,KidnapYoGranny if u dont want your heabroken then dont check for a nigga who entertains hoes
hate,"KillAllSimps Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove"
hate,KissMyklASSy Exactly. .same shit I saidgtgtgt ImYungJay So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v
hate,KoolQueef I color my entire arm black with a sharpie and fist my wifes asshole just so she knows what a nigger dick feels like.
hate,Kriegsson On Nigger Day we honor nigger traditions by not working.
hate,"KxRxSxB We all know that one person that could say anything and you just look at them thinking youre retarded, stfu stupidBitches"
hate,LANURSE Here is a MichaelBrown supporter. She says whites are just evil albino black babies. Seriously tcot KLSouth.
hate,LadyBlahBlah furrybah in my PayPay voice sbabylife The hoes are for EVERYBODY my nigga!
hate,Leslieeeixta Bdubs is packed with beaners 
hate,LiamGeraldShone vernon AranNicolWHUFC DSaend get fucked you racist inbred hillbilly fuck
hate,LilA Vonteeeeee typical coon activity
hate,LuieSanches PROUDLY a racist. u dumb nigger
hate,MANIACX Buckmse Id rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni
hate,MANIACX NotoriousBM WoodyAFC WhitePonyJr santil Bamoose stacrying and stalking him faggot. I want to laff
hate,MANIACX larryx FloydMayweather not gonna happen the coward nigger gets lit up. He knows it. PAC has to sign to TMT but why di
hate,"MAfreedom If you dont see the connection between legitimizing the queer lifestyle, and an increase in STDs and sexual deviancy yo ..."
hate,MXLLXVV VivaLAJuicyy gt tragedy smh MXLLXVV Niggas dont know you but will throw dion your name for the pussy you h
hate,MeetNallah mckenxcassie Some of yall hoes so worried about yall eyebrows yall forgot yall had a mustache  LMAO
hate,MelechT Apartheid. NoCutCard pedestrian check = show me your freedom papers you darkies.
hate,MichaelGT Happy birthday freshman faggots cooopster Chase
hate,"MidniteBoss If you snipe, youre a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer."
hate,"Mitchellharri Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole"
hate,Moisessp Look at u now u pregnant stupid bitch lol
hate,MrHoratioSanz Vin Scully once called me a camel jockey. liesaboutvinscully
hate,"MrzSixTrue Ill break a Bitch down, like the pussy she is."
hate,MyFriendsRap You hoes need to stop dressing yall kids as Migos and Rappers that yall fucked. Lil nigga just wanted to be a power ran
hate,"NIGNORAMUS Heres how your suggestion plays out piersmorgan Racist ha, those niggers stopped callin each other nigga The end"
hate,NRoth Wow the stupid nigger in LeBron really came out there
hate,NYTMinusContext kill whitey
hate,NateThaAlmighty niggas talk more than bitches these days.
hate,Nekkohbk I stopped caring about mcm when I noticed dykes where getting chose before me
hate,NerdAtCoolTable RealSheemBacc For every bad bitch there is a nigga who treats them like shit amp yet they stay..... I wanna ...
hate,NoHoesNextDoor If you claim Macklemore is your favorite rapper Im also assuming you watch the WNBA on your free time faggot
hate,NoWomanIsRight You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
hate,Noahhh Happy birthday faggot!  wagggggie
hate,Opatz Fuck michelle obama. That monkey doesn't belong in the white house
hate,PacDaGoat I really hate attention seeking hoes. Hope they all die
hate,PacDaGoat You a hoe if you give your number to another nigga while you got a man
hate,PeterpandaCat savanigga Sav is a fag
hate,PlainBlackD Get these trash ass niggas outta my stadium!!! 
hate,PluggedInPiff Green azz niggas!!!! amp yall new bitches condone dat sucka activity dat why they keep doing it!!!
hate,Poochda I go to take the trash out and a darkskin nigga stole my damn garbage
hate,RIPvuhsace I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat
hate,RakwonOGOD U hoes going to church this morning like yall wasnt busting it wide open for niggas about  hours ago
hate,Ride If some little fucking faggot spits in my food I swear to god id tear your fucking arms off.
hate,RihannaHasAids aight game over. dykes had to ruin it.
hate,"RollingWithTrin , , , , how many niggers are in my store I knowwww youre stealing! "
hate,RosieZaya Ur fucking white trash
hate,SAMMIboyden Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude savanigga OfficialDThrash jawgaboyz
hate,STROCORLEONE ThoughtsOfRandy YummysWorld all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha
hate,SUCKEDOFF  MOST COMMON WHITE PEOPLE ACTIVITIES . Wearing Tapout . Shooting up schools . Calling you a nigger on Xbox
hate,SalamanCode Proof that thots are retarded. 
hate,"SalomaeSadiqa Its because you cant bend me, you cant buy me and you cant make me into your nigger! Farrakhan TheTime"
hate,SamJames willwilliam haydenhill aknadnrye khalilreed I dont care tho cracker
hate,SeanPrice This nigger tattoo show is horrible
hate,"SeymorBuccs Man, most of you coons couldnt jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love "
hate,"Slanguage Stop flattering yourself, bitch. The only fan you have is on your ceiling."
hate,SnipersInPeril ShinSnipes happy birthday my little cotton picker
hate,SnowThaProduct i can do somethin good but im always gon be a wetback coo.. 
hate,"SteveStfler ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday"
hate,SwaaggyyV Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.
hate,TAXSTONE Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM
hate,TaeRhodes kim TaeRhodes kim patpatbush uhhh youve been judged it happens. whitepower...Ill hang you nigger wo
hate,TankTopshotta A real nigga gone teach his bitch the game not run it on her 
hate,Tease or youre a fag. 
hate,"ThatBajanKidd NeverAskABlackPerson if her hair is hers . she will hit you with a bitch i bought it , so its mine ."
hate,TheAfricanSiren Automatically suspicious of white folk who try too hard to show they like us darkies.
hate,TheChrisCates Look at this faggot.
hate,"TheOnlyReed IDC what phone u got, lol silly nigger"
hate,Theprinceofnj SMCo  if you aint bout that Murder Game pussy nigga shut up  GANG 
hate,"Tiqqz ShinSnipes i woke up with a sore throat, im cold, niggers will be niggers. so terrible"
hate,"TooRacist Some black guy at my school asked if there were colored printers in the library.

Its  man you can use any printer you"
hate,TopBlokeBill Are you Justin Beiber Because your a Fucken gay cunt AriinV.
hate,"TorahBlaze SonofYahweh they should be ashamed of themselves. Ill be single for life before I fuck w a nasty, faggot ass white man."
hate,ToyaMiani The reason you called Jesus a monkey is because you knew he was not your color FarrakhanTheTime
hate,TrueNovacane Only pussy niggas wouldnt fuck with a chick if she has stretch marks..
hate,TylerWeddle Sexualgif I hate that hoe already   this shit cracks me up!
hate,UNCLERUCKUSBD Being a nigger isnt a color its a state of mind
hate,Unorthodex Nah I hate white people now since he looks like a dyke El Based Parko I think he just ended racism.
hate,VaTxn Illegal alien is not a race. Its a crime. MuchoMacho McDonalds jeandeaux cspanwj wetbacks
hate,VillageBae I hate when faggots talk shit on here then block me so I cant respond. Bitch I will write you a letter with my response an
hate,WaavyLee His balls ashy Yattabing Trelairest Real women do this and real faggots let em do that.. Smh
hate,WayneDaBoss I hate a bitch dat act like a nigga. 
hate,WhitesOnly niggers! 
hate,WoodyAFC MANIACX WhitePonyJr lmaoooo what a bunch of fags
hate,WoodyAFC I saw a great chimpout  summers ago. A middle aged Salvadoran and his  Yr old son got wasted by  beaners at the metlife 
hate,XdalovelyTishai Most of these niggas go broke for these hoes
hate,YABOYLILB If I ride up to your bitch in these then... homie consider yourself a single nigga.
hate,YoShortyMa Ill kill this bitch no hesitation 
hate,kkz This faggit bitch tried to say she hoed for hd bearfaced bitch yusa fag
hate,"Cashhhhhh Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on  , bitch Im "
hate,ChickenGeorge DEAD!!TAkemeCHINA  PEagles When ur fuckin and her pussy stank but u have really good friends........... ht
hate,CollegeHumor i fully supposame sex marriage but ill never stop calling my friends faggots
hate,VodkaThoughts Light beer You mean faggot piss Overly Powered Man
hate,JR Smh nigga is mildly retarded Thotcho LMFAO JustDoJ If Griff wasnt injuries wed legit be 
hate,bettyboo You better pray I dont send your nudes out bitch
hate,asslxrd my inner nigger is coming out
hate,iHATEMOON All these bitches amp niggaz with they imaginary haters .....
hate,missvain Lmfaooooo gtsirTurnr Lmaoo Thats what u got from this waddupivy Dougie be yamming the coon all that beat boxing 
hate,"politeASSHOLE ) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the"
hate,tiffnasty Why do yall niggas entertain that Nicole bitch I dont see how yall can ever take a bitch that posted naked pics serious
hate,ajade everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch 
hate,alexishope You got niggas amp I got bitches but I want you... 
hate,amourtajiana Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a
hate,anthonycampos Lebron your still a bitch you suck nigger hope you die
hate,anticvlum NoneShallPass trash eating trash
hate,"aychmoore most teachers abuse their position, theres teaching with discipline and theres being a cunt, most are cunts"
hate,bankheist youre a retard ShawnaCarr
hate,beethetranny can we please stop talking about how some scumbag faggots mugshot is sexy you dumb whores.
hate,"boburnham In the future, gay culture will be considered cool by Americas teens and instead of wiggers there will be straggots."
hate,cigarsNscotch Whats black and yellow and not going to win this year WRONG! The answer is Tiger Woods.
hate,connorbagen You know shes a dyke when she asks for mens golf clubs
hate,"dirtyimage Tronkitty not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho"
hate,dirtyskimask Lmaooo Friday After Next stNameBravo You like that yo sons a fag
hate,"dxpperjay You assholes know that referring to a girl as bitch doesnt make your dick any bigger, right"
hate,frankthetank There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball
hate,ghostattics what can banks do to show engagement with the queer community HIRE TRANS WOMEN
hate,halfricannnnn nigger
hate,harmonlauren Jennas a faggot
hate,iBeZo Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.
hate,iDntWearCondoms Stop stalkin your girl social media u bitch ass nigga
hate,iceyy I HATE hoe ass people.
hate,imDOPEGetHigh Whackko man some lame niggah when I find him Im unfollowing TF out his ass!
hate,iowahawkblog I love cripples! Look at all these fucking cripples! Goddamit Im a people person! 
hate,ivanrabago staycoolwheels Studhardt Joshua is a faggot. Just suspend him on those grounds
hate,jasmineegamboa hoes will be hoes .
hate,jaymesshaylan fuuck jalens a slow bitch!
hate,jerrilyn HistoryGoon hey dicklicker! it says im happily divorced not bitter! homophobic im not scared of queers..i hate em! fudg
hate,jezzzz GingaSnaps jezzzz ShitPussiesSay Jessica Im not afraid to slit your throat tomorrow RitenourSchools BarackObama 
hate,jjauthor US ghettosdriven by liberal ideology forged by unions amp bankrupted by selfserving Dems catering to parasites!tcot 
