Annotation,text
offensive,swirlgddess main bae gonn think sumn up wit the pussy
offensive,tGRZ yous a nasty lil bitch
offensive,tamil i tell it how it is if yu ain uh bitch or uh hoe i call yu by yo name
offensive,thags ya dude get the pussies drunk
offensive,tacalifornia bitch go play dead
offensive,tacalifornia my real lil bro even tho cuh a bitch lmao
offensive,tacalifornia slid bitch
offensive,tacalifornia wyo bitch
offensive,tajacasanova macyengweiler youre are only a hoe when you fuck him and think youre pregnant ... Not when you party together 
offensive,taybaybay pussy heels Haha
offensive,taywaldon onlife yal niggas funny man lol Lonnie was suppose to get out of that bitch after he was up a band smh
offensive,tayisbae stilIgucci spxrklybubbles what she means is shes a fat bitch
offensive,tayisbaee those hoes aint loyal
offensive,tayjrobin AlmondMlk follow the system and youll practically be swimming in pussy
offensive,taylanicolexo youre just a pussy.
offensive,taylorlynn Hey it works. Most people hate me for it but as long as Im still happy they can bitch all they want 
offensive,"tayscalf 
a beam of light descended from the heavens 
a loud voice said fuck her right in the pussy 
many lives were changed that day"
offensive,tayscalf if you aint with someone you can still sleep around be a hoe and not the cheatin
offensive,"tayscalf we should change that to bitch about everything.
For example my girlfriend dont like the crew I hang with she BAE"
offensive,tcthegreat its yo fault taking a nig out everyday
offensive,teamDarrion just like a Velcro headed moon cricket to say fucking jungle bunny
offensive,teeenytori blzznts Pouyalilpou put your tits away you ginger. Arnt u like ? Isnt it past you bed time? Fuck off bitch.
offensive,teeritz So six martinis before passing out on the couch after watching Eurotrash into the wee hours. Got it.
offensive,tenahkei superman dat hoe no watch me uuuuuuuuuu
offensive,tessstepakoff jetsnation bitch please Im a stud
offensive,theBOSSLeslie I didnt tag you negro lol
offensive,theEricGlife starve bitch
offensive,thebashionista Got me blushin like Drake bitch az. Lol
offensive,thecoreyholcomb s/o the fat bitches who ride dick with a tshion 
offensive,thecoreyholcomb Id give that hoe the finger everyday at work until I get fired for it.
offensive,thejesslynne Hunglikerobby tripleem Itzmeggo no you threatened us bitch? Dont try to make it what its not 
offensive,thejokerxo porn stars are  acceptable bro. Im was talking about these air mattress hoes....lol
offensive,thejokerxo yes I love the hair on her pussy...lol
offensive,thejournalist At least . Late tho. Cuz adrenaline and emotion gonna carry them bitches until halftime.
offensive,thejournalist best OLineman is a rookie. Its him and a bunch of retards I wouldnt trust with a potato gun.
offensive,thejournalist zactly. After Joique pounds that bitch bring in reggie for the GAPING holes that will inevitably appear.
offensive,themightylayman We just gotta have a red headed AfrotinoAsian albino autistic Branch Davidian hermaphrodite on the Avengers
offensive,therealraw AssGods Brah falls out white bitches crazy
offensive,therealraw He actually good lol dont hoe him. But I mean thats some road to glory shit gtGo to Northern Illinois Undefeated amp Heisman
offensive,thereal yeah lil nigga I was homecoming king and still been getting bad bitches as u see 
offensive,therealEMandM aint like I have anything to do bitch boy lol.
offensive,thereallisaann MichaelDelZotto HAHAHAHAHAHAH hook nose faggot cant get pussy sucks at hockey nhl
offensive,theshardyrebel cuz ur a sellout bitch fag
offensive,thesportsjudge. Sometimes a good hoe fire needs some Rocephin too before itll go out.....
offensive,"thetoddshow 
Yall aint gots no colored folk on da show. I tinks dats be racist and shit TheToddShow"
offensive,thickummsx very wrong lmao this bitch literally tried to swallow someone in this movie
offensive,thisisricklol sexy bitch
offensive,thrillllllllll oh yea I forgot u decided to have math a hoe instead of football My bad
offensive,thundercurlz yo ugly ass  eyes havin ass bitch
offensive,tiararachelle Im not gone see your baby monkey lil ass anyway funky ass
offensive,tina that bitch gonna get a rug burn
offensive,tinyboatclub you just started a whole other situation you dumb asa cunt
offensive,tjdunn youre such a darkie.
offensive,"tkdfighter 
He gotta be colored"
offensive,toddcalfee WdmJeff Hell  was lucky to have gravel  diroads were a bitch
offensive,tommymanson pussy
offensive,torisantana hell yea went from I love you to fuck you and that basic bitch
offensive,tranSactionRAP nigga what u talkn bout?? Tell them hoes get on they DJ UNK shit if they aint sucking walk it out
offensive,treagle your still a little pussy tomcat 
offensive,trestiffer amp Rhydsherrrrrr had me so high off the monkey nutts yesterday nbs 
offensive,trestiffer lil b already to puff for the hoes
offensive,treyspears dude your fucking gay you made a twitter just to mock me fucking lowlife
offensive,treyspears its fucking real retard holy fuck can you not read my tweets fucktard?
offensive,tripleem Hunglikerobby bbluedreamm I dont look like white trash. Im not pregnant and  gtfo. I have hella gas so say something.
offensive,tripleem Hunglikerobby uh I think his mom loves him you fucking retard. Im sure your gunna be so successful emilie. We all believe 
offensive,tripleem longbongchris stfu you stupid bitch? Like leave us alone? No one gives a fuck about you. Bruh just block her. Were good.
offensive,trix I have something that you dont bitch. Always remember that.
offensive,trix okay bitch. Tomorrow in the principals office. Be there.
offensive,tropicth you know. pens for school? to cut all them bitches
offensive,trueeast TroyMadden yall trash but thEMANacho cold
offensive,tsallabT it was the address to her Job... So the jokes on you bitch Ha
offensive,tsjwashington No matter how much you bitch and complain... America is in better shape to how Obama found it PERIOD
offensive,tucsonchld lol you can only get in at Eden when youre . All the bitches there are fat...
offensive,tupacselenas bitch smd
offensive,tupacselenas hey bitch imy
offensive,twaynesback I swear I cant do shit right now but Im down to get into something tonight if u are nig
offensive,twaynesback well I already got some lol but Im bout to hop in the shower and eat something real quick then Ill be on my way nig
offensive,twincitytyson if somehow u didnt already go Im down nig
offensive,twittwithjosh cher oh see cher? see what your particular brand vitriol creates? A boy who thinks its ok to call a woman a cunt. libtard
offensive,tyg italianmontana have fun losing tonight bitch
offensive,tylersmith your talking to every hick in San Antonio I ride with a big  in the console
offensive,tyracountryman nah gurl this pussy private 
offensive,uhCokee hes just a cunt and nobody likes him. He should choke on shit
offensive,uhhdrugs bitch. Again?
offensive,upallcamren shutup thirsty hoe
offensive,urHIGHnesss  nah lemme chill i love the bitches
offensive,urbasicyabish lets go see the wolverine hoe
offensive,urbasicyabish of course bitch. I kinda wanna attempt to play madden tho
offensive,urdaddy LuM PRoseish not in Florida retard
offensive,usweekly every is so over the bigass bitches
offensive,usweekly that old cunt needs to sit down
offensive,"vaginafvce 
Fuck her right in the pussy"
offensive,valeriaaa nigger
offensive,valeriemaria assholee bitch wea ur clothes
offensive,vampirrrra k niggah do u evem shmoke
offensive,vampirrrra thats right niggah Netherlands
offensive,vampirrrra viva Brazil niggah lol
offensive,vbyrd dam this hoes should be working at Microsoft
offensive,vewxyz this bitch........
offensive,vhr NudesForJordy playoffs bitch
offensive,vinnyywright I dont care what they is they can catch them hoes
offensive,vinyldanyl BleedingLSD hes a lyin ass bitch lmao t.co/YiMFtRTZw
offensive,"vivaalakatyy  oh my gosh why are so so cute?
FA LA LA LA LA LA LA LA LA bitch "
offensive,vivaalakatyy JFritzy Lompartayy at least I have a boyfriend dumb bitch 
offensive,vivaalakatyy JFritzy Lompartayy thats all the action youll probably get bitch
offensive,vivaalakatyy brotherbill JHuff good bitch choke
offensive,vj umm how about they are at home raising kids? You are retarded.
offensive,vodkapapixo alot of these bitches themselves aint shit either....birds of a feather flock together
offensive,wLLiam bruh we was my fam nd yeah pussy niggas get no respect.
offensive,wboundurant like I said drose needs to stop being a pussy lol
offensive,weGIANTS Yeah Im trying to. Aint recorded in about a month. Been spiraling downward Mayne. An empty son of a bitch folk
offensive,wednesdaydreams I wanted to see that but I like trash sometimes lol
offensive,wellheeledking I still think he is a pussy haha
offensive,wellheeledking bird shit aint no joke
offensive,wellheeledking old raglyscrag. me and that bitch been places.
offensive,whatupag at least its not antville because thats for cunts.
offensive,whatupag weve used the word cunt almost  times. Its beautiful.
offensive,whitethunduh stfu you dont get any pussy fuck boy
offensive,whiteangelss fieldsdevante bitch stfu u livin off our tax money too we pay shit just like u so dont get that white power shit to head
offensive,whiteangelss fieldsdevante mmm where the fuck is that at honkey? U need to wake up and realize its  and get off of the skin
offensive,whizkhidK RubyFakhoury amberadamzzz forget that bitch and come get some of this white chocolate
offensive,whoCHRISJONES WhyYouSoShobitch nigga come over here Im on knodell vandyke n french rd fuck boy den talk dat shit
offensive,whoCHRISJONES WhyYouSoShowho tf is chrisis jones. A nigga botta get his ass beat clearly bitch nigga u see real niggas conversatin
offensive,whoelsebutkey you just a dark ie my nig.. Its ok..
offensive,wildlukewild yeah wtf you arent a pussy.
offensive,wizkhaliefer brandonescaler keep these hoes on yet toes  Dont tell them nothing 
offensive,woahrach thanks bitch
offensive,wodaeeex aaliyahhlovee yu betta watch cho mouf bout dat one dea hoe
offensive,wodaeeex keonamoore nun of ya bidness bitch
offensive,wodaeeex myOWNfriendx Shantrell bitch we ainn talkn to you C yo ugly way out
offensive,wodaeeex Exactly dem gold diggin hoes came out da woods on my ass
offensive,wodaeeex Heyy hoe 
offensive,wodaeeex bitch i ainn hiden i go str to class my teacher lame af
offensive,wodaeeex bitch i juss askd yu uh question yo ole choppa bullet head ahh
offensive,wodaeeex dat was befo da fact hoe shut yo ass up 
offensive,wodaeeex dumb ass hoe
offensive,wodaeeex hoe yu came at me first tf
offensive,wodaeeex lol Duhh but ima get my neck tomorrow so dont be mad hoe
offensive,wodaeeex yeah right hoe
offensive,wojtata denytheprophecy gabby called her yesterday and we call her a bitch and then cried.
offensive,woohdakidd  dat shit crazy a nicca use to wear dat shit fr
offensive,woohdakidd already kno nicca
offensive,woohdakidd lol da nicca was str n Friday wit out it but dude str Uncle Tom nicca now
offensive,woohdakidd lol la bitch happy bout Beatin our bench players
offensive,woohdakidd lol mane shut dat bitch shit up youn fucc wit me
offensive,wordscience statelling all bitches how to live their lives. Can we get advice from gwenyth?
offensive,wrightontarget  you look like a bitch nigga to me
offensive,wtfswagggbro text me my phone being a cunt whore.
offensive,xDSmooth k now shut up hoe
offensive,xDSmooth I bet I fuck yo bitch tho
offensive,xDSmooth Im not goin oml Im finna drop this bitch
offensive,xDSmooth bitch give me my lighter or get shot
offensive,xDSmooth eat pickles hoe
offensive,xDSmooth follow back bitch
offensive,xDSmooth follow me back hoe
offensive,xDSmooth hell naw bitch no help
offensive,xDSmooth these bitch been sayin they was leaving since 
offensive,xDavilunAx ew pussy buy a fucking xbone  u got dat Puppy muny
offensive,xHollywoodCoubitch I asked you a question
offensive,xJaai they act like they earned the subs curse has haha bitch you wasnt in Disfigure
offensive,xNikiaaa  boa Im trying see if that bitch was going or not . Me amp Vick stay agru about he dont get hoes
offensive,xTeekayohx PennyTheGOAT it makes you a nigger fucking a goat.
offensive,xkasiaaa lmao bitch know we stand there EVERYDAY 
offensive,xblackoutbarbie bitch dont retweet my question. Psh Nasty ass ho.
offensive,xcorey is that Im a twat or Im Twat like formally?
offensive,xcorey uh youre trash. 
offensive,xloyalTOme  bitch Im up for sale every weekend 
offensive,xoodimpless omg her nips 
offensive,xoxonatty I was taking a picture and that bitch scared me lmao
offensive,xoxoxjordan bitch shut up men are talking an justinmiculka ShaneQuintero
offensive,xsimoneeeeeeeee unpredictable is an excuse for retarded
offensive,xsotoxevelynx haha yuhhh did I hit that hoe or what
offensive,yaboisergio janessaangelina me n glo boy will get young chop in that bitch too
offensive,yaboysloth you pissing in my trash can again?
offensive,yajairab im not a nigglet 
offensive,yeXystuSm HeilSidious Because either way that makes you a bitch.
offensive,yeaThtsMyBitch trash
offensive,yelafox saharbabyy because hoes disguise themselves as real women
offensive,yendys LMFAO thats dead them hoes gotta pay
offensive,yoIorosa the base and would mean it would hulike a bitch to have one broken off.
offensive,yoKBFILTHY shit is trash
offensive,yoPapichulo beytheLAU Huntermoore that bitch needs a tittielift
offensive,"yobrandiiii PennyTheGOAT 
plot twist you have no penis.
Penny would make that bitch like a balloon. 
Balloons and bitches can all float"
offensive,yobritttany I didnt know that was a fad sounds fucking retarded haha
offensive,yooocaly mormon hoes 
offensive,yooocaly but but but you said vibe. Which means I have to say bitch dont kill my vibe.
offensive,yooocaly hahaha it makes sense hoe p
offensive,yooocaly lets hang fag
offensive,youknowmaxwell CiscoAllDay name that hoe Im  on my license tho
offensive,youknowmaxwell no clue but these bad hoes aint really bad
offensive,youknowmaxwell these hoes dont want no help but they want all the help
offensive,youngblackbitch raspy ass voice annoying bitch???
offensive,youngchug nah Bama fans aint finna have a nigger running the offense.
offensive,youngsharpblack nigger mad
offensive,yourstruelysam IHUHOES Nekkohbk bruh why it look like a niggah dick slapped the baby 
offensive,yuristalife PaulMoon are you for real right now justinmiculka this kid haha where you at pussy
offensive,zmbiedance I know bitches. Lets do something this weekend. Lets bake
offensive,zmbiedance Its not till later hoe Unless your having a sleepover...Awk
offensive,zmbiedance message me hoe I need to plan stuff.
offensive,zFearless shut up bitch it looks smooth like a booty
offensive,zTSupreme uncrfted yoPapichulo it doesnt matter if it was a joke the fact still remains that hes a faggot for pretending to be a girl
offensive,zachsmith NathannDevlin bitch I didnt even know you I was only fucking with real niggas and damn sure wasnt one of them
offensive,zachsmith kiefferjason NathannDevlin bitch fight me so I can make you shut up am going to back my shit up
offensive,zachsmith kiefferjason bitch stfu and get off my page
offensive,zachreini does smdh stand for suck my dick hoe?
offensive,zachsafteryou FreedomFrayed Little sissy bitch
offensive,zenterrorist seahopke amp profeten voor m?Niemand weet exacte leeftijden maar v Aicha opeens wel.Again zelfs mn ma weet niet hoe oud z is
offensive,zfunk I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes
offensive,zimm pussy
offensive,zlarge bro once Im there next year Ill make you look like straight trash so enjoy it the little time you have left
offensive,zlyouell SpongeBobVlnes dyke ron
offensive,zooyorkinit youre frumpy bitch
offensive,zramsin BetoDavidThomas go fuck your self pussy 
offensive,zzzentropy guynamedjordan bitch boys
offensive,A .? Jesus take me now RichHomieJuan ayylmaoanod bitch you go for a . and mc Donalds. Fuck out the spot
offensive,A  dollar card make a young nicca go hard .. Throw in a cell phone i can get you left on the yard
offensive,A Nigguh spitting dat crack to your bitch
offensive,A bad bitch who knows her carsgtgtgt
offensive,A basic bitch will piss me off every single time.
offensive,A bf and gf are suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl
offensive,A big ass wasp was flying round on my bus my dike bus driver stops the bus grabs that bitch by the wings and throws it out the window 
offensive,A bird just smacked right into my car window. My parked car window  scared the fuck outta me
offensive,A bitch cant resist a nugga with a fresh cut shit I can hardly resist myself when j get one 
offensive,A bitch could never come out of her mouth and speak on shit that she has no idea what shes talking about.
offensive,A bitch like you need to get fucked right every night
offensive,A bitch wanna get slick 
offensive,A bitch who cant keep a man SoloDahSystem Which one of you air headed bitches made this? t.co/aEMkmikoyf
offensive,A bitch who cant ride dick is useless
offensive,A bitch will be quick to get mad if they have to write and essay but go post  tweets with ease.
offensive,A boyfriend who tells hoes and sluts I have a girlfriend is a real ass dude.
offensive,A dick has a sad life His hair is a mess his family is nuts his neighbors an asshole his bestfriends a pussy amp his owner beats him.
offensive,A down bitch for a real nigga
offensive,A dude with money can only impress a broke bitch.
offensive,A dyke who wears strap ons cant brag to me that she beats the pussy better than me because her dildo cant cum and make her stop.
offensive,A fat bitch gt WayneLJr A strong black woman gt Ivansplash KimgtKourtneygtKendallgtKhloegt Kylie
offensive,A fuck aint shit to these new age hoes
offensive,A girl knows when a niggah just trynna fuck .
offensive,A girl who getting it in school and work.... I applaud you Yall the real bitches Yall doing what you do and doing it well
offensive,A girlfriend is almost a bill lowkey. So at this point in my life where I should be gettin outta my moms crib Ill rather just have hoes.
offensive,A girlfriend would be cool but pussy is all they got nowadays 
offensive,"A guy on True Blood is getting his penis inspected and the doctor told him it look like an eggplant

"
offensive,A hoe gon be a hoe that aint a hunnid.
offensive,A hoe gone be a hoe they aint 
offensive,A hoe gonna be a hoe regardless
offensive,A hoe nigga will not be tolerated
offensive,A hunned hunneds nicca LetsGetIt
offensive,A knock on the door. Who could it be at this hour? I shuffle down the hall. Who is it? I ask. Its a bad bitch and a burrito. The end.
offensive,A lady approached me asking me if I was religious and when I said no she scolded me on how Im going to hell. See you there crazy bitch 
offensive,A lot of I fucked up call me back this bitch is tripping .. Lol
offensive,A lot of bitches eat ass nowadays 
offensive,A lot of cool bitches that a nigga went to school with was major hoes ... And they man dont know
offensive,A lot of dumb bitches out here....
offensive,A lot of you niggas turned these bitches into sketch ass bitches
offensive,A lotta niccas all talk I jus let em do it
offensive,A lotta u niccas aint who u say u is
offensive,A man will cheat on his woman.. Fuck  different bitches in  year.
offensive,A miserable bitch is on the docket today. Lois Misery Lerner better get grilled. The ordered harassment was undeniable. breakherdown war
offensive,A nicca aint do shit all day
offensive,A nicca aint perfect but my heais pure
offensive,A nicca got some crazy head last night 
offensive,A nicca is hungry ... AS FUCK
offensive,A nicca is hungry as fuk
offensive,A nicca is hungry as hell
offensive,A nicca need a maid StrUp
offensive,A nicca still tired from last night ... Wtf
offensive,A nigga could tell you he aint fucking with her but really do be  thats why you gotta ask . Most of the time a bitch wont lie about that
offensive,A nigga will say the worst about a bitch and shell still feel validated as long as he would fuck her.
offensive,A real gangster ass nigga know the play the real gangster ass niggas gets the flyest of the bitches ask that gangster ass nigga little J
offensive,A real nigga aint complete without a real bitch
offensive,A tall tee n sum slouch shoes on I couldve fucc yo bitch
offensive,A week till im out this bitch.. Thank GOD
offensive,A wise man once said Damn I hate a bitch that like to argue nd shit
offensive,A bricks in this bitch we in Gucci house
offensive,AHHH karmas a bitch
offensive,"ALL HE NEEDS IS A SKIRT
Sure looks like a bitch to me.
 t.co/HHpCUe"
offensive,"AMERICAN GOVERNMENT PREACHES NO BULLYING
Creating a new generation of pussies t.co/fbGuCKWc"
offensive,ATTENTION Leggings aint for everybody. Especially you hippo looking hoes
offensive,Abby doesnt understand how beautiful she is bitch you is straight up trippin. You know guys be droolin boutchu. Dont play. Lmao
offensive,Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.
offensive,Abed looks like he has to take a shit bro pic brolic boyswhotakepicsinsuits tie swag hoes on us t.co/oRLZfqgIyV
offensive,About all u can expect from a nicca that can barely talk Lmao SpaceJamTeeg VonshayeB dude cant spell worth shit yo lol
offensive,About to be . Officially an old ass bitch
offensive,About to go watch dis bitch birth the devil kinky APTheCreated
offensive,About to smack some peckerwoods in a Judge pit
offensive,Act like Im Casper get ghost with a bitch
offensive,Actual quote from local cop  there are too many pussies in this town.
offensive,Actually Im gonna have debmuhfknvera train her to be a fag. Dont you dare bring a boy into my house you slut.You scissor like a good girl
offensive,Add my snapchat lil bitch TreVaughn
offensive,Aerin told me to leave them lightskin boys alone. Shit bitch I DID 
offensive,Af AyeMrForeman viaNAWF KingHorseDick nah these hoes stupid
offensive,After  weeks straight of that nigga being you MCM we get it bitch yall fucking 
offensive,After I say some shit I just be like  wow that was so uncalled for  youre really a bitch   attitude on 
offensive,After a fight in the club in New Orleans them bitches stajumping
offensive,After the leg workout I was put through today walking up the stairs is a straight up bitch ouch
offensive,After tonightampamp many more nights to come I will show you what a cold hearted bitch can do donefeedup solo
offensive,After watching the desolation of smaug I have come to the conclusion that bilbo made all other hobbits look like bitches in LOTR.
offensive,After you get good pussy you be feelin like you just found the last dragon ball..
offensive,Aghh I took my minute break to relax for a bit not to here this bitch yellampcomplain 
offensive,Ahhh fuck it lets go  rows for the hoes t.co/EWuINJty
offensive,Ahhhh but now Im fuckin all you niqqas hoes 
offensive,Ahmeds moms bomb pussygtgtgt
offensive,Aint been on this hoe all day
offensive,Aint been on this hoe all day haha FWM
offensive,Aint even fuckin wit shady bitches
offensive,Aint fuckin wit nomore hoes got who I want 
offensive,Aint it a bitch when one of the people you get so excited hearing from sends the shortest most closedended thing ever? Ugh let down
offensive,Aint like them guys who wine and dine to keep they women.. My bitches only want two things thats to get high and kick it
offensive,Aint me aint me these pussy ass niggas aint me 
offensive,Aint met a bitch yet that could compete.
offensive,Aint no bitch doe
offensive,Aint no broke bitches standing next to me
offensive,Aint no pussy better than loyal pussy
offensive,Aint nobody up .. TL slick dead .. Other than the females bashing niccas early dis morning lol
offensive,Aint none of these hoes loyal none of em if I cloud show yall the stuff be coming thru my phone....but that aint none of yall business
offensive,Aint nothing funnier then watching a woman try to hide her inner hoe  know she like to get hit from the back and have a finger...nvm
offensive,Aint nothing funnier then watching somebody live a complete different life on the internet I be like who this hoe think she foolin
offensive,Aint nothing that good head or pussy that curl yah toes up
offensive,Aint nun Ordinary about this bitch 
offensive,Aint shit pretty but my bitch and my momma anyone can get the drama
offensive,Aint that a bitch.
offensive,Aint this a bitch
offensive,Aint this a bitchgt Clock mistake in AlabamaArkansas  via ESPN Champ Drive t.co/GoXTsuvO
offensive,Aint WCW jus bitches i wan fck day?
offensive,Aint This A Bitch... I just saw my bitch kiss a bitch . You lucky I dont kill yo ass but you can still get pistol whipped  wayne
offensive,Aint no bitches here... Well like 
offensive,Aint no hoe in blood
offensive,Aint no hoe worth loosing your wife aint no beef worth loosing your life
offensive,Aint no pussy better then perk pussy
offensive,Aint this a bitch The power out from this shit.
offensive,Alabama won tho. So roll tide bitch
offensive,Alcohol....drunk hoe MrRude i miss...
offensive,Alex Smith saw his career leave with that fumble and reeled that bitch back in with everything he had.
offensive,Alex Smith such a got damn bitch man
offensive,Alibaba / Jack Ma Gotta love a guy who beat Meg Whitmans albino ass back to the US. Freakin commie genius.
offensive,Alice took advantage of me last night...... that bitch wont tonight
offensive,All DESE yung niggaz pussy
offensive,All I ask for is love n loyalty. . nothing else. No arguing over other bitches/niggas  no he say she say  no social media bs... Just love
offensive,All I got for these hoes is dick duct tape and a stapler.
offensive,All I need is a  million dollars Bc I got that bad bitch
offensive,All I need is one I dont want the hoes 
offensive,All I want for my birthday is a big booty hoe 
offensive,All I want for my birthday is a big booty hoe.
offensive,All I want is a  million dollars and a bad bitch
offensive,All I want is a  million dollars and no bad bitch. Im selfish lol
offensive,All I want is bitches big booty bitches
offensive,All I wanted to do was get some hoes too 
offensive,All I wanted was  million dollars and a bad bitch. But now I want  and a mnage in my palace
offensive,All Ive asked is for one thing. amp one thing only . But I get more then what most bitches could ever have... But still.
offensive,All These hoes sooo average 
offensive,All a nicca need is time .. BePatient
offensive,All a nicca want is some Coney Island and Lous Deli tho DetroitNiccaInAtlantaProblems
offensive,All bitches do is graduate get pregnant n become CNAs 
offensive,All bitches need a bus driver uppercut a Chris brown bitch slap followed by some dancing nd Chad Johnson hea t.co/TeuqyhF
offensive,All d messy hoes sleep
offensive,All deses bitches know that youre my nigga.
offensive,All deses bitches turnt up Im fenna turn em down
offensive,All hoe money is gooooooooooood
offensive,All i kno is make them hoes cone joints
offensive,All it take is for one bitch to open her mouth and niggas stafuckin up.
offensive,All my bitches love me all my all my bitches love me all my bitches love me. You aint fuckin with my dougie  vivaalakatyy
offensive,All my hoes got money she in the mall she ballin bitch buy something for me
offensive,All my hoes they so rude
offensive,All my life i been this cold all my nights been With hoes.
offensive,All my niggaz better have at least  ugly bitches number in their phone this summer.
offensive,All my old hoes gone love my video
offensive,All my old hoes wana have my baby
offensive,All my white school teachers back in elementary knew not to give me no pussy. Im telling all of my niggas.
offensive,All my young boys round me sayin get money and fuck these hoes
offensive,All my young boys round me saying get money and fuck these hoes
offensive,All of a sudden craving the hell out of Oreo cookies.
offensive,All of my bitches know they temporary
offensive,All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET
offensive,All people do in my house is bitch
offensive,All that but the bitch cant take a joke. itszprincessz IGGYAZALEA
offensive,All that x rays no wonder the bitch got two heads AHSFreakShow
offensive,All the Uchiha are. ThatNiggaCris Sasuke is probably the biggest faggot of all time
offensive,All the bad bitches are in the gym between  u know why they aint got no job
offensive,All the bad bitches think they ugly and all the roach bitches think they bad
offensive,All the bitches happy maybe one of his female friends can find him a bitvj
offensive,All the bitches in Shameless are straight bugoutsss
offensive,All the coons use the same effect on their pictures
offensive,All the fine bitches i need yall to hit me up my     guess the last  
offensive,All the hoes I did have now they decided they wanted to be wifey type draya fuck all that up
offensive,All the hoes know who I rock wit 
offensive,All the hoes on LoveandHipHop going to prom 
offensive,All the pictures of the ex are gone...theres no pictures with the side hoe posted...slides into his dms like t.co/XMVtZGTPp
offensive,All the ratchet hoes on Cecil B
offensive,All the redskins act like DeSeanJackson te bitch DeAngeloHall the bitch
offensive,All the snacks in this bitch 
offensive,All the time lol KoolAssK Lol ima hoe sometimes
offensive,All the work gone so we aint going nothin but fucking bitches in the trap
offensive,All them hoes crazy MrNiceeeGuy Thick thighs  skinny waist  and natural beauty face 
offensive,All these / tweets are retarded most of these nig nogs havent even smoke a blnt ever
offensive,All these Hoes fuckin  But they dont wanna seem like a hoe you gotta hit them ona D LO 
offensive,All these bitches amp niggas be Trippin offa what type of relationship me amp duddy got like we not fuccing no more amp we not dating.
offensive,All these bitches know that youre my nigga 
offensive,All these bitches love Mosa sippin on the coca
offensive,All these bitches talk shit thats why bust em in they shit
offensive,All these bitches wanna be like Kim K and fuck their way into being rich but it dont work like that. Get a degree amp work a desk job you hoe
offensive,All these bitches wanna fuck on a thug
offensive,All these bitches want love from scrappy .
offensive,All these break ups gon be a crazy hoe free agency this summer DOYOURGOOGLES
offensive,All these faggot fell asleep on me
offensive,All these fuckin dudes do is bitch at the refs....shut the fuck up and play
offensive,All these hoes fuckin..... Be Careful Just cos she look good dont mean shes good for you
offensive,All these hoes fucking but they dont want to seem like a hoe so you gotta hit em on the low.
offensive,All these hoes say that wanna be cuffed bitch cuff this dick
offensive,All these hoes trife I can never cuff  Ive been hubefore so I can never give a fuck
offensive,All these hoes want boyfriends but the last thing I need is more ties
offensive,All these niggas with these  Love Quote Pages are some pussies. Them niggas dont be living what they talking bout
offensive,All these ratchet bitches killin Gossip Girl
offensive,All these ratchet hoes be on tha same stuff 
offensive,All these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms amp aunt jamammis fakin da funk.
offensive,All these touch screen phones and hoe u still got flipped t.co/GMUxmldx
offensive,All theses hoes on me  they so phony 
offensive,All yall bitches corny lol
offensive,All yall bitches dress alike wassup wit that ?
offensive,All yall bitches fake an wanna bs get yall life
offensive,All you bitches can keep getting jealous. I loveeee ittttt
offensive,All you bitches extra easy when yall drunk lol unless ur sober friends there to save youu
offensive,All you bitches know youre trying to find yourself on the website who are you kidding lol
offensive,All you bitches thirsty hella worried about IG
offensive,All you gotta do is be funny witty and charming and the bitches will come to you naturally you aint even gotta do shit but be yourself
offensive,All you hoes are hoes for tweetin about ya panties bein wet
offensive,All you hoes middle name isnt Nicole  The jig is up..
offensive,All you ladies pop your pussy like this
offensive,All you ofay got left is da Oscars. Better Enjoy dat before us colored folk get dat too
offensive,All you pussies is losers all my niggas is winnin
offensive,All you see is straight pussy in my iPhone
offensive,All your selfies are booty pics... Cause bitch you always look like ass
offensive,Allergies aint bothered me all summer now all of a sudden in the middle of august shit is startin to get real. Aint that about a bitch
offensive,Allergies have my eyes all red and chink eyed I look like Im stoned
offensive,Almost cussed dis bitch out at mcdonalds talmbout da register down so dey cant serve us..umm bitch give us da food fa free den 
offensive,Almost done with this bitch ass room ....
offensive,Almost everyone I met in Paris was absolute trash. And if they suppoa republican government I hope they fucking die.
offensive,Almost forgot  tweets still no bitches
offensive,Almost got in a fight with a southwest faggot at the carnival lol
offensive,Almost just said some bitch shit 
offensive,Almost quit today they had me fucked up.. False promises to get me to work harder thats some hoe shit.
offensive,Aloha bitches  minutes before I caught a ft greatwhite okaysomaybeimlying butiwasfishing t.co/NEwzhep
offensive,Alotta people say they loyal to they niggas and bitches .... Yall aint shiiittt . Someone throw a few dollas in ya face youll be snitchn 
offensive,Already had to unfollow that bitch. Annoying af.
offensive,Already scratched off mines KingHorseDick Paying for pussy still on my bucket list
offensive,Alright Vacarro you bitch
offensive,Alright your time is up EvilJeanyis Cheesecake trash
offensive,Also love angry old Irish bartenders pussies have one beer and ask for a glass of water fuck them I ignore that shit
offensive,Also anyone who wants to bitch about the prices at Disney needs to check this out next time. dollywood t.co/jlLkzbHYOy
offensive,Always a good sesh wit my niggah blakk
offensive,Always broke niccas how yu Robbin
